customer_id,customer_name,email,region,signup_date
C00044,Customer 44,customer44@example.com,south,2023-09-16
C00045,Customer 45,customer45@example.com,south,2023-07-01
C00046,Customer 46,customer46@example.com,bajio,2022-06-17
C00047,Customer 47,customer47@example.com,central,2023-01-24
C00048,Customer 48,customer48@example.com,west,2023-10-18
C00049,Customer 49,customer49@example.com,central,2022-08-13
C00050,Customer 50,customer50@example.com,north,2024-05-13
C00051,Customer 51,customer51@example.com,north,2022-08-23
C00052,Customer 52,customer52@example.com,central,2024-04-04
C00053,Customer 53,customer53@example.com,central,2023-02-15
C00054,Customer 54,customer54@example.com,south,2022-03-09
C00055,Customer 55,customer55@example.com,central,2023-08-04
C00056,Customer 56,customer56@example.com,bajio,2022-08-06
C00057,Customer 57,customer57@example.com,bajio,2023-02-10
C00058,Customer 58,customer58@example.com,central,2022-05-27
C00059,Customer 59,customer59@example.com,south,2022-05-23
C00060,Customer 60,customer60@example.com,west,2024-02-02
C00061,Customer 61,customer61@example.com,central,2023-07-06
C00062,Customer 62,customer62@example.com,west,2024-02-04
C00063,Customer 63,customer63@example.com,west,2023-03-15
C00064,Customer 64,customer64@example.com,central,2023-02-13
C00065,Customer 65,customer65@example.com,south,2022-08-13
C00066,Customer 66,customer66@example.com,bajio,2023-06-06
C00067,Customer 67,customer67@example.com,north,2022-04-04
C00068,Customer 68,customer68@example.com,north,2024-05-31
C00069,Customer 69,customer69@example.com,south,2022-06-06
C00070,Customer 70,customer70@example.com,bajio,2024-03-22
C00071,Customer 71,customer71@example.com,north,2023-09-03
C00072,Customer 72,customer72@example.com,bajio,2023-01-30
C00073,Customer 73,customer73@example.com,bajio,2023-09-03
C00074,Customer 74,customer74@example.com,central,2023-06-26
C00075,Customer 75,customer75@example.com,north,2023-07-21
C00076,Customer 76,customer76@example.com,north,2023-11-28
C00077,Customer 77,customer77@example.com,west,2023-11-30
C00078,Customer 78,customer78@example.com,central,2024-02-08
C00079,Customer 79,customer79@example.com,central,2024-02-27
C00080,Customer 80,customer80@example.com,central,2022-04-25
C00081,Customer 81,customer81@example.com,south,2023-03-22
C00082,Customer 82,customer82@example.com,north,2023-04-10
C00083,Customer 83,customer83@example.com,central,2024-01-10
C00084,Customer 84,customer84@example.com,south,2023-05-28
C00085,Customer 85,customer85@example.com,north,2023-06-04
C00086,Customer 86,customer86@example.com,central,2024-06-10
C00087,Customer 87,customer87@example.com,west,2024-05-11
C00088,Customer 88,customer88@example.com,south,2023-09-16
C00089,Customer 89,customer89@example.com,central,2022-06-06
C00090,Customer 90,customer90@example.com,south,2024-02-20
C00091,Customer 91,customer91@example.com,west,2023-07-07
C00092,Customer 92,customer92@example.com,west,2022-01-01
C00093,Customer 93,customer93@example.com,bajio,2022-11-28
C00094,Customer 94,customer94@example.com,north,2022-01-20
C00095,Customer 95,customer95@example.com,central,2023-01-07
C00096,Customer 96,customer96@example.com,north,2022-09-03
C00097,Customer 97,customer97@example.com,west,2022-09-04
C00098,Customer 98,customer98@example.com,north,2022-03-22
C00099,Customer 99,customer99@example.com,bajio,2024-01-20
C00100,Customer 100,customer100@example.com,north,2024-04-15
C00101,Customer 101,customer101@example.com,west,2024-02-18
C00102,Customer 102,customer102@example.com,south,2024-02-24
C00103,Customer 103,customer103@example.com,bajio,2022-05-12
C00104,Customer 104,customer104@example.com,south,2023-07-17
C00105,Customer 105,customer105@example.com,west,2022-09-29
C00106,Customer 106,customer106@example.com,west,2024-06-12
C00107,Customer 107,customer107@example.com,south,2023-03-10
C00108,Customer 108,customer108@example.com,south,2023-07-07
C00109,Customer 109,customer109@example.com,central,2024-01-01
C00110,Customer 110,customer110@example.com,central,2023-02-13
C00111,Customer 111,customer111@example.com,west,2023-03-25
C00112,Customer 112,customer112@example.com,north,2023-04-08
C00113,Customer 113,customer113@example.com,south,2022-09-11
C00114,Customer 114,customer114@example.com,central,2022-03-07
C00115,Customer 115,customer115@example.com,west,2022-01-22
C00116,Customer 116,customer116@example.com,south,2023-07-22
C00117,Customer 117,customer117@example.com,south,2023-08-26
C00118,Customer 118,customer118@example.com,north,2022-01-08
C00119,Customer 119,customer119@example.com,north,2023-12-26
C00120,Customer 120,customer120@example.com,north,2022-08-23
C00121,Customer 121,customer121@example.com,central,2022-02-02
C00122,Customer 122,customer122@example.com,west,2022-03-14
C00123,Customer 123,customer123@example.com,central,2022-09-01
C00124,Customer 124,customer124@example.com,bajio,2023-11-17
C00125,Customer 125,customer125@example.com,west,2022-08-08
C00126,Customer 126,customer126@example.com,west,2022-05-16
C00127,Customer 127,customer127@example.com,bajio,2023-08-14
C00128,Customer 128,customer128@example.com,bajio,2022-09-06
C00129,Customer 129,customer129@example.com,bajio,2024-04-06
C00130,Customer 130,customer130@example.com,north,2022-07-14
C00131,Customer 131,customer131@example.com,bajio,2022-04-10
C00132,Customer 132,customer132@example.com,bajio,2022-12-29
C00133,Customer 133,customer133@example.com,bajio,2023-02-25
C00134,Customer 134,customer134@example.com,north,2024-06-03
C00135,Customer 135,customer135@example.com,north,2023-11-21
C00136,Customer 136,customer136@example.com,bajio,2022-03-04
C00137,Customer 137,customer137@example.com,central,2024-01-16
C00138,Customer 138,customer138@example.com,north,2024-03-30
C00139,Customer 139,customer139@example.com,south,2022-09-12
C00140,Customer 140,customer140@example.com,west,2022-07-14
C00141,Customer 141,customer141@example.com,south,2023-04-05
C00142,Customer 142,customer142@example.com,south,2023-03-09
C00143,Customer 143,customer143@example.com,bajio,2022-10-13
C00144,Customer 144,customer144@example.com,north,2022-09-13
C00145,Customer 145,customer145@example.com,west,2023-03-30
C00146,Customer 146,customer146@example.com,north,2022-04-11
C00147,Customer 147,customer147@example.com,west,2023-10-30
C00148,Customer 148,customer148@example.com,north,2024-05-06
C00149,Customer 149,customer149@example.com,south,2022-04-06
C00150,Customer 150,customer150@example.com,bajio,2022-06-20
C00151,Customer 151,customer151@example.com,bajio,2023-05-13
C00152,Customer 152,customer152@example.com,bajio,2022-08-07
C00153,Customer 153,customer153@example.com,south,2022-03-02
C00154,Customer 154,customer154@example.com,north,2023-01-24
C00155,Customer 155,customer155@example.com,central,2023-02-04
C00156,Customer 156,customer156@example.com,bajio,2024-03-13
C00157,Customer 157,customer157@example.com,bajio,2022-10-20
C00158,Customer 158,customer158@example.com,west,2023-12-15
C00159,Customer 159,customer159@example.com,bajio,2023-11-09
C00160,Customer 160,customer160@example.com,south,2022-06-08
C00161,Customer 161,customer161@example.com,south,2022-10-31
C00162,Customer 162,customer162@example.com,west,2022-03-01
C00163,Customer 163,customer163@example.com,west,2024-01-24
C00164,Customer 164,customer164@example.com,central,2022-03-04
C00165,Customer 165,customer165@example.com,north,2022-02-28
C00166,Customer 166,customer166@example.com,bajio,2023-08-22
C00167,Customer 167,customer167@example.com,west,2023-05-30
C00168,Customer 168,customer168@example.com,north,2022-06-11
C00169,Customer 169,customer169@example.com,north,2023-06-05
C00170,Customer 170,customer170@example.com,south,2024-05-21
C00171,Customer 171,customer171@example.com,west,2022-03-12
C00172,Customer 172,customer172@example.com,south,2022-03-11
C00173,Customer 173,customer173@example.com,north,2023-02-18
C00174,Customer 174,customer174@example.com,south,2023-08-07
C00175,Customer 175,customer175@example.com,west,2023-08-16
C00176,Customer 176,customer176@example.com,west,2022-02-10
C00177,Customer 177,customer177@example.com,bajio,2022-03-25
C00178,Customer 178,customer178@example.com,west,2023-11-05
C00179,Customer 179,customer179@example.com,west,2023-08-02
C00180,Customer 180,customer180@example.com,central,2022-11-20
C00181,Customer 181,customer181@example.com,central,2022-07-29
C00182,Customer 182,customer182@example.com,central,2022-09-02
C00183,Customer 183,customer183@example.com,south,2023-02-10
C00184,Customer 184,customer184@example.com,central,2023-11-19
C00185,Customer 185,customer185@example.com,central,2023-04-14
C00186,Customer 186,customer186@example.com,north,2024-02-09
C00187,Customer 187,customer187@example.com,bajio,2022-01-10
C00188,Customer 188,customer188@example.com,west,2023-09-29
C00189,Customer 189,customer189@example.com,north,2022-04-13
C00190,Customer 190,customer190@example.com,south,2023-07-05
C00191,Customer 191,customer191@example.com,central,2023-06-03
C00192,Customer 192,customer192@example.com,central,2022-05-16
C00193,Customer 193,customer193@example.com,south,2022-03-12
C00194,Customer 194,customer194@example.com,central,2023-01-14
C00195,Customer 195,customer195@example.com,bajio,2022-06-11
C00196,Customer 196,customer196@example.com,west,2024-05-03
C00197,Customer 197,customer197@example.com,central,2023-12-22
C00198,Customer 198,customer198@example.com,west,2023-09-19
C00199,Customer 199,customer199@example.com,west,2022-01-09
C00200,Customer 200,customer200@example.com,north,2022-11-03
C00201,Customer 201,customer201@example.com,south,2024-06-18
C00202,Customer 202,customer202@example.com,north,2022-09-28
C00203,Customer 203,customer203@example.com,west,2022-04-20
C00204,Customer 204,customer204@example.com,central,2022-06-09
C00205,Customer 205,customer205@example.com,west,2022-10-16
C00206,Customer 206,customer206@example.com,central,2022-08-04
C00207,Customer 207,customer207@example.com,central,2022-07-28
C00208,Customer 208,customer208@example.com,bajio,2023-06-02
C00209,Customer 209,customer209@example.com,north,2022-09-15
C00210,Customer 210,customer210@example.com,bajio,2022-04-05
C00211,Customer 211,customer211@example.com,central,2024-04-29
C00212,Customer 212,customer212@example.com,north,2022-02-15
C00213,Customer 213,customer213@example.com,south,2022-12-08
C00214,Customer 214,customer214@example.com,central,2023-10-15
C00215,Customer 215,customer215@example.com,bajio,2022-06-15
C00216,Customer 216,customer216@example.com,bajio,2023-07-19
C00217,Customer 217,customer217@example.com,north,2023-07-29
C00218,Customer 218,customer218@example.com,north,2022-04-25
C00219,Customer 219,customer219@example.com,south,2023-12-09
C00220,Customer 220,customer220@example.com,north,2023-07-13
C00221,Customer 221,customer221@example.com,central,2024-05-04
C00222,Customer 222,customer222@example.com,west,2023-08-20
C00223,Customer 223,customer223@example.com,bajio,2022-06-01
C00224,Customer 224,customer224@example.com,north,2022-05-11
C00225,Customer 225,customer225@example.com,central,2022-11-12
C00226,Customer 226,customer226@example.com,north,2024-03-26
C00227,Customer 227,customer227@example.com,south,2023-01-02
C00228,Customer 228,customer228@example.com,south,2023-11-30
C00229,Customer 229,customer229@example.com,north,2023-11-14
C00230,Customer 230,customer230@example.com,west,2022-12-29
C00231,Customer 231,customer231@example.com,bajio,2024-06-14
C00232,Customer 232,customer232@example.com,south,2023-09-28
C00233,Customer 233,customer233@example.com,south,2022-08-31
C00234,Customer 234,customer234@example.com,south,2024-03-30
C00235,Customer 235,customer235@example.com,north,2023-02-27
C00236,Customer 236,customer236@example.com,central,2022-07-03
C00237,Customer 237,customer237@example.com,bajio,2024-03-12
C00238,Customer 238,customer238@example.com,south,2024-04-01
C00239,Customer 239,customer239@example.com,south,2022-10-01
C00240,Customer 240,customer240@example.com,north,2024-03-17
C00241,Customer 241,customer241@example.com,north,2023-01-27
C00242,Customer 242,customer242@example.com,bajio,2024-05-29
C00243,Customer 243,customer243@example.com,south,2022-08-16
C00244,Customer 244,customer244@example.com,bajio,2024-04-16
C00245,Customer 245,customer245@example.com,central,2022-12-25
C00246,Customer 246,customer246@example.com,south,2024-04-20
C00247,Customer 247,customer247@example.com,north,2022-08-17
C00248,Customer 248,customer248@example.com,south,2023-11-07
C00249,Customer 249,customer249@example.com,central,2023-02-13
C00250,Customer 250,customer250@example.com,north,2022-10-13
C00251,Customer 251,customer251@example.com,central,2024-03-02
C00252,Customer 252,customer252@example.com,west,2022-12-26
C00253,Customer 253,customer253@example.com,west,2023-02-14
C00254,Customer 254,customer254@example.com,north,2022-12-06
C00255,Customer 255,customer255@example.com,central,2022-04-29
C00256,Customer 256,customer256@example.com,west,2022-07-02
C00257,Customer 257,customer257@example.com,north,2022-09-29
C00258,Customer 258,customer258@example.com,west,2022-04-22
C00259,Customer 259,customer259@example.com,central,2023-03-21
C00260,Customer 260,customer260@example.com,central,2024-01-17
C00261,Customer 261,customer261@example.com,west,2023-03-23
C00262,Customer 262,customer262@example.com,north,2023-06-08
C00263,Customer 263,customer263@example.com,west,2023-01-30
C00264,Customer 264,customer264@example.com,central,2022-07-14
C00265,Customer 265,customer265@example.com,bajio,2022-02-15
C00266,Customer 266,customer266@example.com,west,2022-01-02
C00267,Customer 267,customer267@example.com,west,2024-04-05
C00268,Customer 268,customer268@example.com,south,2023-12-05
C00269,Customer 269,customer269@example.com,bajio,2023-01-08
C00270,Customer 270,customer270@example.com,central,2022-03-13
C00271,Customer 271,customer271@example.com,central,2023-10-01
C00272,Customer 272,customer272@example.com,north,2023-11-11
C00273,Customer 273,customer273@example.com,central,2024-01-08
C00274,Customer 274,customer274@example.com,central,2023-06-04
C00275,Customer 275,customer275@example.com,bajio,2023-11-14
C00276,Customer 276,customer276@example.com,bajio,2022-12-01
C00277,Customer 277,customer277@example.com,central,2023-12-15
C00278,Customer 278,customer278@example.com,south,2023-07-22
C00279,Customer 279,customer279@example.com,bajio,2022-07-16
C00280,Customer 280,customer280@example.com,bajio,2023-11-12
C00281,Customer 281,customer281@example.com,south,2023-11-25
C00282,Customer 282,customer282@example.com,west,2023-09-23
C00283,Customer 283,customer283@example.com,bajio,2022-11-05
C00284,Customer 284,customer284@example.com,north,2023-07-16
C00285,Customer 285,customer285@example.com,central,2022-11-08
C00286,Customer 286,customer286@example.com,bajio,2022-08-04
C00287,Customer 287,customer287@example.com,west,2024-03-15
C00288,Customer 288,customer288@example.com,central,2023-09-14
C00289,Customer 289,customer289@example.com,bajio,2023-04-22
C00290,Customer 290,customer290@example.com,south,2023-03-29
C00291,Customer 291,customer291@example.com,bajio,2023-06-08
C00292,Customer 292,customer292@example.com,south,2024-03-23
C00293,Customer 293,customer293@example.com,north,2023-11-06
C00294,Customer 294,customer294@example.com,west,2022-10-18
C00295,Customer 295,customer295@example.com,west,2023-11-11
C00296,Customer 296,customer296@example.com,north,2022-12-10
C00297,Customer 297,customer297@example.com,south,2024-04-18
C00298,Customer 298,customer298@example.com,central,2023-11-20
C00299,Customer 299,customer299@example.com,south,2022-08-19
C00300,Customer 300,customer300@example.com,north,2022-05-31
C00301,Customer 301,customer301@example.com,south,2022-02-17
C00302,Customer 302,customer302@example.com,west,2023-05-02
C00303,Customer 303,customer303@example.com,north,2024-05-20
C00304,Customer 304,customer304@example.com,bajio,2023-04-12
C00305,Customer 305,customer305@example.com,west,2023-10-07
C00306,Customer 306,customer306@example.com,bajio,2022-07-19
C00307,Customer 307,customer307@example.com,bajio,2023-05-22
C00308,Customer 308,customer308@example.com,south,2022-09-07
C00309,Customer 309,customer309@example.com,north,2023-11-03
C00310,Customer 310,customer310@example.com,north,2024-02-08
C00311,Customer 311,customer311@example.com,bajio,2024-03-08
C00312,Customer 312,customer312@example.com,south,2022-08-13
C00313,Customer 313,customer313@example.com,west,2024-04-03
C00314,Customer 314,customer314@example.com,north,2023-04-21
C00315,Customer 315,customer315@example.com,south,2023-07-25
C00316,Customer 316,customer316@example.com,north,2024-05-18
C00317,Customer 317,customer317@example.com,south,2023-04-13
C00318,Customer 318,customer318@example.com,bajio,2024-03-31
C00319,Customer 319,customer319@example.com,west,2023-11-15
C00320,Customer 320,customer320@example.com,west,2023-07-27
C00321,Customer 321,customer321@example.com,bajio,2022-11-21
C00322,Customer 322,customer322@example.com,west,2023-09-20
C00323,Customer 323,customer323@example.com,west,2023-03-13
C00324,Customer 324,customer324@example.com,south,2023-04-02
C00325,Customer 325,customer325@example.com,bajio,2024-02-01
C00326,Customer 326,customer326@example.com,central,2023-04-06
C00327,Customer 327,customer327@example.com,south,2024-02-09
C00328,Customer 328,customer328@example.com,central,2024-05-10
C00329,Customer 329,customer329@example.com,west,2024-02-24
C00330,Customer 330,customer330@example.com,south,2023-05-12
C00331,Customer 331,customer331@example.com,bajio,2022-10-09
C00332,Customer 332,customer332@example.com,central,2022-03-21
C00333,Customer 333,customer333@example.com,central,2022-08-29
C00334,Customer 334,customer334@example.com,central,2022-12-10
C00335,Customer 335,customer335@example.com,north,2023-07-08
C00336,Customer 336,customer336@example.com,south,2022-05-22
C00337,Customer 337,customer337@example.com,bajio,2022-08-25
C00338,Customer 338,customer338@example.com,south,2023-12-12
C00339,Customer 339,customer339@example.com,south,2023-12-25
C00340,Customer 340,customer340@example.com,bajio,2022-03-07
C00341,Customer 341,customer341@example.com,central,2023-02-22
C00342,Customer 342,customer342@example.com,bajio,2023-07-10
C00343,Customer 343,customer343@example.com,north,2023-03-02
C00344,Customer 344,customer344@example.com,bajio,2022-07-31
C00345,Customer 345,customer345@example.com,west,2023-02-03
C00346,Customer 346,customer346@example.com,north,2023-12-14
C00347,Customer 347,customer347@example.com,west,2024-05-27
C00348,Customer 348,customer348@example.com,bajio,2023-01-25
C00349,Customer 349,customer349@example.com,central,2022-01-07
C00350,Customer 350,customer350@example.com,bajio,2022-11-02
C00351,Customer 351,customer351@example.com,bajio,2024-05-23
C00352,Customer 352,customer352@example.com,west,2023-07-06
C00353,Customer 353,customer353@example.com,west,2024-03-30
C00354,Customer 354,customer354@example.com,bajio,2022-08-14
C00355,Customer 355,customer355@example.com,central,2022-08-13
C00356,Customer 356,customer356@example.com,bajio,2023-03-23
C00357,Customer 357,customer357@example.com,bajio,2022-01-30
C00358,Customer 358,customer358@example.com,bajio,2022-12-11
C00359,Customer 359,customer359@example.com,south,2024-01-12
C00360,Customer 360,customer360@example.com,bajio,2024-05-10
C00361,Customer 361,customer361@example.com,west,2022-05-11
C00362,Customer 362,customer362@example.com,north,2023-07-01
C00363,Customer 363,customer363@example.com,west,2023-02-08
C00364,Customer 364,customer364@example.com,north,2023-08-01
C00365,Customer 365,customer365@example.com,bajio,2022-03-27
C00366,Customer 366,customer366@example.com,bajio,2022-05-19
C00367,Customer 367,customer367@example.com,north,2022-07-06
C00368,Customer 368,customer368@example.com,bajio,2022-09-24
C00369,Customer 369,customer369@example.com,south,2022-12-02
C00370,Customer 370,customer370@example.com,central,2023-04-11
C00371,Customer 371,customer371@example.com,bajio,2022-12-12
C00372,Customer 372,customer372@example.com,bajio,2022-10-12
C00373,Customer 373,customer373@example.com,north,2022-09-16
C00374,Customer 374,customer374@example.com,north,2023-04-27
C00375,Customer 375,customer375@example.com,west,2024-02-07
C00376,Customer 376,customer376@example.com,central,2022-02-23
C00377,Customer 377,customer377@example.com,north,2022-08-18
C00378,Customer 378,customer378@example.com,north,2024-03-10
C00379,Customer 379,customer379@example.com,north,2024-02-12
C00380,Customer 380,customer380@example.com,south,2022-09-11
C00381,Customer 381,customer381@example.com,north,2024-05-09
C00382,Customer 382,customer382@example.com,south,2023-09-29
C00383,Customer 383,customer383@example.com,south,2022-09-02
C00384,Customer 384,customer384@example.com,north,2023-04-30
C00385,Customer 385,customer385@example.com,south,2023-08-01
C00386,Customer 386,customer386@example.com,central,2023-04-22
C00387,Customer 387,customer387@example.com,central,2024-02-25
C00388,Customer 388,customer388@example.com,west,2022-06-21
C00389,Customer 389,customer389@example.com,north,2023-09-14
C00390,Customer 390,customer390@example.com,south,2024-03-07
C00391,Customer 391,customer391@example.com,north,2022-11-15
C00392,Customer 392,customer392@example.com,north,2023-08-16
C00393,Customer 393,customer393@example.com,west,2022-11-16
C00394,Customer 394,customer394@example.com,bajio,2023-11-25
C00395,Customer 395,customer395@example.com,south,2023-02-11
C00396,Customer 396,customer396@example.com,west,2022-03-19
C00397,Customer 397,customer397@example.com,south,2023-12-09
C00398,Customer 398,customer398@example.com,central,2022-04-15
C00399,Customer 399,customer399@example.com,west,2024-05-20
C00400,Customer 400,customer400@example.com,north,2024-04-04
C00401,Customer 401,customer401@example.com,west,2024-03-26
C00402,Customer 402,customer402@example.com,north,2024-03-12
C00403,Customer 403,customer403@example.com,west,2022-12-22
C00404,Customer 404,customer404@example.com,central,2023-03-15
C00405,Customer 405,customer405@example.com,west,2022-03-12
C00406,Customer 406,customer406@example.com,central,2023-10-26
C00407,Customer 407,customer407@example.com,bajio,2022-01-13
C00408,Customer 408,customer408@example.com,bajio,2024-04-22
C00409,Customer 409,customer409@example.com,bajio,2022-04-19
C00410,Customer 410,customer410@example.com,bajio,2023-01-06
C00411,Customer 411,customer411@example.com,south,2023-12-26
C00412,Customer 412,customer412@example.com,south,2023-03-22
C00413,Customer 413,customer413@example.com,west,2024-01-22
C00414,Customer 414,customer414@example.com,central,2023-10-29
C00415,Customer 415,customer415@example.com,west,2023-09-23
C00416,Customer 416,customer416@example.com,bajio,2024-03-04
C00417,Customer 417,customer417@example.com,bajio,2023-04-22
C00418,Customer 418,customer418@example.com,west,2024-04-25
C00419,Customer 419,customer419@example.com,central,2022-10-02
C00420,Customer 420,customer420@example.com,south,2024-05-22
C00421,Customer 421,customer421@example.com,north,2024-04-30
C00422,Customer 422,customer422@example.com,bajio,2022-10-13
C00423,Customer 423,customer423@example.com,bajio,2022-09-07
C00424,Customer 424,customer424@example.com,west,2023-08-07
C00425,Customer 425,customer425@example.com,bajio,2023-11-16
C00426,Customer 426,customer426@example.com,north,2022-12-11
C00427,Customer 427,customer427@example.com,central,2023-05-22
C00428,Customer 428,customer428@example.com,bajio,2022-07-06
C00429,Customer 429,customer429@example.com,central,2022-08-06
C00430,Customer 430,customer430@example.com,central,2024-03-27
C00431,Customer 431,customer431@example.com,central,2022-12-15
C00432,Customer 432,customer432@example.com,central,2023-09-03
C00433,Customer 433,customer433@example.com,north,2023-07-24
C00434,Customer 434,customer434@example.com,south,2023-06-14
C00435,Customer 435,customer435@example.com,south,2022-03-29
C00436,Customer 436,customer436@example.com,bajio,2024-01-08
C00437,Customer 437,customer437@example.com,west,2023-05-16
C00438,Customer 438,customer438@example.com,south,2024-02-16
C00439,Customer 439,customer439@example.com,bajio,2023-12-09
C00440,Customer 440,customer440@example.com,bajio,2023-10-24
C00441,Customer 441,customer441@example.com,north,2023-04-04
C00442,Customer 442,customer442@example.com,central,2022-04-06
C00443,Customer 443,customer443@example.com,bajio,2022-08-15
C00444,Customer 444,customer444@example.com,south,2023-12-10
C00445,Customer 445,customer445@example.com,west,2022-11-10
C00446,Customer 446,customer446@example.com,bajio,2023-01-13
C00447,Customer 447,customer447@example.com,west,2023-07-21
C00448,Customer 448,customer448@example.com,bajio,2022-12-19
C00449,Customer 449,customer449@example.com,west,2024-02-03
C00450,Customer 450,customer450@example.com,central,2022-12-05
C00451,Customer 451,customer451@example.com,bajio,2023-12-21
C00452,Customer 452,customer452@example.com,central,2022-10-05
C00453,Customer 453,customer453@example.com,south,2022-09-15
C00454,Customer 454,customer454@example.com,south,2022-05-04
C00455,Customer 455,customer455@example.com,north,2022-11-20
C00456,Customer 456,customer456@example.com,west,2024-01-31
C00457,Customer 457,customer457@example.com,south,2024-02-20
C00458,Customer 458,customer458@example.com,south,2022-07-16
C00459,Customer 459,customer459@example.com,bajio,2024-01-27
C00460,Customer 460,customer460@example.com,west,2022-10-11
C00461,Customer 461,customer461@example.com,west,2024-02-18
C00462,Customer 462,customer462@example.com,central,2023-09-04
C00463,Customer 463,customer463@example.com,south,2022-04-13
C00464,Customer 464,customer464@example.com,south,2022-10-31
C00465,Customer 465,customer465@example.com,south,2023-01-05
C00466,Customer 466,customer466@example.com,north,2022-11-06
C00467,Customer 467,customer467@example.com,west,2023-12-27
C00468,Customer 468,customer468@example.com,central,2022-05-10
C00469,Customer 469,customer469@example.com,north,2022-02-16
C00470,Customer 470,customer470@example.com,central,2023-07-21
C00471,Customer 471,customer471@example.com,south,2023-12-16
C00472,Customer 472,customer472@example.com,bajio,2023-10-16
C00473,Customer 473,customer473@example.com,north,2022-04-16
C00474,Customer 474,customer474@example.com,central,2023-08-11
C00475,Customer 475,customer475@example.com,bajio,2023-04-26
C00476,Customer 476,customer476@example.com,central,2023-03-28
C00477,Customer 477,customer477@example.com,north,2022-07-08
C00478,Customer 478,customer478@example.com,bajio,2022-09-16
C00479,Customer 479,customer479@example.com,north,2022-04-27
C00480,Customer 480,customer480@example.com,bajio,2023-02-15
C00481,Customer 481,customer481@example.com,west,2022-03-17
C00482,Customer 482,customer482@example.com,north,2023-10-07
C00483,Customer 483,customer483@example.com,south,2022-06-05
C00484,Customer 484,customer484@example.com,west,2024-04-10
C00485,Customer 485,customer485@example.com,north,2022-11-08
C00486,Customer 486,customer486@example.com,north,2022-09-12
C00487,Customer 487,customer487@example.com,bajio,2023-07-26
C00488,Customer 488,customer488@example.com,west,2023-09-13
C00489,Customer 489,customer489@example.com,west,2024-03-20
C00490,Customer 490,customer490@example.com,west,2022-08-20
C00491,Customer 491,customer491@example.com,bajio,2023-01-25
C00492,Customer 492,customer492@example.com,central,2023-03-30
C00493,Customer 493,customer493@example.com,west,2024-05-30
C00494,Customer 494,customer494@example.com,central,2023-03-16
C00495,Customer 495,customer495@example.com,west,2023-08-06
C00496,Customer 496,customer496@example.com,west,2022-03-03
C00497,Customer 497,customer497@example.com,north,2024-01-28
C00498,Customer 498,customer498@example.com,south,2024-02-21
C00499,Customer 499,customer499@example.com,south,2023-10-03
C00500,Customer 500,customer500@example.com,north,2022-09-28
